"der Link, -s","Ich schicke dir einen Link zu Deutschübungen.","link"," I’ll send you a link to German exercises."
"der Löffel, -","Bitte bringen Sie mir einen Löffel.","spoon"," Please bring me a spoon."
"das Lokal, -e","Gibt es hier in der Nähe ein gutes Lokal?","pub; locale"," Is there a good restaurant nearby?"
"die Lüge, -n","Das stimmt nicht! Das ist eine Lüge!","lie"," That is not true! That is a lie!"
"die Lust, -","Gehen wir heute Abend ins Kino? - Nein, ich habe keine Lust.","desire"," Are we going to the cinema tonight? - No, I don’t feel like it."
"das Mädchen, -","Familie Kurz bekommt ein Baby. – Junge oder Mädchen ?","girl"," The Kurz family is getting a baby. – Boy or girl?"
"der Magen, ¨-","Mein Magen tut weh.","stomach"," My stomach hurts."
"die Mailbox, -en","Hier ist die Mailbox von Susanne König.","mailbox"," Here is Susanne König's voicemail."
"der Mann, ¨-er","Mein Mann ist Polizist.","man"," My husband is a police officer."
"die Mannschaft, -en","Meine Lieblingsmannschaft hat 1:0 verloren.","team"," My favorite team lost 1-0."
"der Mantel, ¨-","Es ist kalt. Zieh deinen Mantel an!","coat"," It is cold. Put on your coat!"
"der Markt, ¨-e","Ich gehe heute auf den Markt.","market"," I am going to the market today."
"die Maschine, -n","Die Waschmaschine funktioniert sehr gut.","machine"," The washing machine works very well."
"das Medikament, -e","Nehmen Sie dieses Medikament dreimal pro Tag!","medicine"," Take this medicine three times a day!"
"das Meer, -e","Wir machen Urlaub am Meer.","sea"," We are taking a vacation by the sea."
"die Meinung, -en","Meine Meinung zu dem Thema ist: …","opinion"," My opinion on the topic is: …"
"die Menge, -n","Wir haben noch eine Menge Zeit.","amount"," We still have plenty of time."
"der Mensch, -en","Die Menschen sind hier ein bisschen anders als","person"," The people here are a bit different from"
"die Messe, -n","Kommst du mit zur Buchmesse nach Frankfurt?","fair; mass"," Are you coming with me to the book fair in Frankfurt?"
"das Messer, -","Das Messer schneidet nicht gut.","knife"," The knife doesn’t cut well."
"die Miete, -n","Wie viel Miete bezahlst du für deine Wohnung?","rent"," How much rent do you pay for your apartment?"
"die Milch, -","Die Milch steht im Kühlschrank.","milk"," The milk is in the fridge."
"das Mineral, -","Ein Glas Mineralwasser, bitte.","mineral"," A glass of mineral water, please."
"der Mitarbeiter, -","Unsere Firma hat sieben Mitarbeiter.","employee"," Our company has seven employees."
"das Mittagessen, -","Um zwölf Uhr gibt es Mittagessen.","lunch"," Lunch is at twelve o’clock."
"die Mitte, -n","Den Schrank stellen wir an die Wand, den Tisch in die Mitte.","middle"," We place the cabinet against the wall and the table in the middle."
"das Mittel, -","Haben Sie ein Mittel gegen Magenschmerzen?","means; middle"," Do you have a remedy for stomach ache?"
"die Möbel, -","Eure Möbel sind sehr schön.","furniture"," Your furniture is very nice."
"das Mobiltelefon, -e","Wie kann ich Sie erreichen? Haben Sie ein Mobiltelefon ?","mobil phone"," How can I reach you? Do you have a mobile phone?"
"die Mode, -n","Wie findest du die neue Mode?","fashion"," How do you like the new fashion?"
"der Moment, -e","Einen Moment, bitte.","moment"," One moment, please."
"der Motor, -en","Der Motor ist kaputt. Das Auto fährt nicht mehr.","engine"," The engine is broken. The car doesn't drive anymore."
"der Motorroller, -","Oskar fährt mit dem Motorroller zur Arbeit.","moped"," Oskar rides to work on a motor scooter."
"der Müll, -","Bringst du bitte den Müll raus?","garbage"," Could you please take out the trash?"
"der Mund, ¨-er","Öffnen Sie bitte den Mund. Ich möchte in Ihren","mouth"," Please open your mouth. I want to look in your"
"das Museum, -een","Im Kunstmuseum gibt es eine neue Ausstellung.","museum"," There is a new exhibition at the art museum."
"die Musik, -","Wie findest du die Musik?","music"," How do you like the music?"
"die Mütze, -n","Haben Sie rote Mützen?","cap"," Do you have red hats?"
"der Nachbar, -n,","Mein Nachbar kommt aus Brasilien und meine Nachbarin ist Italienerin.","neighbor (male)"," My neighbor is from Brazil and my neighbor is Italian."
"die Nachbarin, -nen","Mein Nachbar kommt aus Brasilien und meine Nachbarin ist Italienerin.","neighbor (female)"," My neighbor is from Brazil and my neighbor is Italian."
"die Nachricht, -en","Ich sehe abends immer die Nachrichten im Fernsehen.","message"," I always watch the evening news on TV."
"die Nähe, -","Die Post ist in der Nähe vom Bahnhof.","proximity"," The post office is near the train station."
"der Name, -n","Wie ist Ihr Name?","name"," What is your name?"
"die Natur, -","Ich bin gern draußen in der Natur.","nature"," I like to be outdoors in nature."
"die Note, -n","Eva hat immer sehr gute Noten in Deutsch.","grade; note"," Eva always gets very good grades in German."
"die Notiz, -en","Schreib mir bitte eine Notiz.","note"," Please write me a note."
"die Nudel, -n","Möchten Sie lieber Reis oder Nudeln?","noodles"," Would you prefer rice or pasta?"
"die Nummer, -n","Sie haben Zimmer Nummer zwölf.","number"," You have room number twelve."
"das Obst, -","Obst kaufe ich immer auf dem Markt.","fruit"," I always buy fruit at the market."
"das Ohr, -en","Ich habe Ohrenschmerzen.","ear"," I have earache."
"das Öl, -e","Machen wir den Salat mit Öl?","oil"," Do we make the salad with oil?"
"die Orange, -n","Ich esse gern Orangen.","orange"," I like to eat oranges."
"die Ordnung, -en","Er hat seine Hausaufgabe gut gemacht. Das ist alles in Ordnung.","order"," He did his homework well. Everything is in order."
"der Ort, -e","Vergessen Sie Ort und Datum nicht, wenn Sie einen Brief schreiben.","place"," Do not forget place and date when you write a letter."
"das Paar, -e","Romeo und Julia sind ein Paar.","pair"," Romeo and Juliet are a couple."
"das Paket, -e","Bringst du bitte das Paket zur Post?","package"," Please take the package to the post office."
"das Papier, -e","Hier sind Papier und Bleistift.","paper"," Here are paper and pencil."
"die Papiere, -","Haben Sie Ihre Papiere dabei?","papers"," Do you have your documents with you?"
"das Parfüm, -s","Ich suche ein Parfum als Geschenk für meine Frau.","perfume"," I’m looking for a perfume as a gift for my wife."
"der Park, -s","Ich gehe gern im Park spazieren.","park"," I like to walk in the park."
"der Partner, -","Franz ist mein Partner.","partner"," Franz is my partner."
"die Partnerin, -nen","Veronika ist meine Partnerin.","partner (female)"," Veronika is my partner (female)."
"die Party, -s","Heute Abend machen wir eine Party.","party"," We are having a party this evening."
"der Pass, ¨-e","Am Flughafen brauchst du deinen Pass.","passport"," At the airport you need your passport."
"das Passwort, ¨-er","Bitte schreiben Sie Ihr Passwort.","password"," Please write down your password."
"die Pause, -n","Von 12.00 bis 12.30 Uhr haben wir Mittagspause.","break"," From 12:00 to 12:30 we have lunch break."
"die Person, -en","Eintritt pro Person: 5 Euro.","person"," Admission per person: 5 euros."
"das Pferd, -e","Amira liebt Pferde. Sie reitet seit zehn Jahren.","horse"," Amira loves horses. She has been riding for ten years."
"die Pflanze, -n","Können Sie sich bitte um unsere Pflanzen kümmern? Wir sind nächste Woche im Urlaub.","plant"," Could you please take care of our plants? We’ll be on vacation next week."
"die Pizza, -s/-en","Mein Lieblingsessen ist Pizza.","pizza"," My favorite food is pizza."
"das Plakat, -e","Wir machen im Unterricht ein Plakat zum Thema","poster"," We are making a poster in class about the topic"
"der Plan, ¨-e","Ich kaufe mir einen Stadtplan.","plan"," I’m buying myself a city map."
"der Platz, ¨-e","Hier ist noch ein Platz frei.","square; place"," There is still a free seat/place here."
"die Polizei, -","Rufen Sie die Polizei!","police"," Call the police!"
"die Pommes, -","Die Kinder essen Bratwurst mit Pommes frites.","fries"," The children eat bratwurst with french fries."
"die Portion, -en","Ich nehme eine kleine Portion Eis.","portion"," I’ll have a small portion of ice cream."
"die Post, -","Entschuldigung, wo ist die Post?","mail"," Excuse me, where is the post office?"
"das Poster, -","Das Poster hängt über dem Bett.","poster"," The poster hangs above the bed."
"die Postkarte, -n","Schreibst du mir eine Postkarte aus Kanada?","postcard"," Will you write me a postcard from Canada?"
"die Postleitzahl, -en","Wie ist Ihre Postleitzahl?","postal code"," What is your postal code?"
"das Praktikum, -a","Ich mache ein Praktikum bei Siemens.","internship"," I’m doing an internship at Siemens."
"die Praxis, -en","Unsere Praxis ist ab acht Uhr geöffnet. Frau Doktor Weiß hat ab neun Uhr Sprechstunde","practice"," Our practice opens at eight o’clock. Dr. Weiß has consulting hours from nine o’clock."
"der Preis, -e","Die Preise sind hier viel höher als bei uns.","price"," The prices here are much higher than ours."
"das Problem, -e","Ich habe ein Problem. Können Sie mir bitte helfen?","problem"," I have a problem. Could you please help me?"
"das Produkt, -e","Unsere Produkte haben eine sehr hohe Qualität.","product"," Our products have very high quality."
"das Programm, -e","Dieses Programm im Radio interessiert mich nicht.","program"," I’m not interested in this program on the radio."
"das Projekt, -e","Wir machen ein Projekt über Sehenswürdigkeiten in unserer Stadt.","project"," We are doing a project about sights in our city."
"der Prospekt, -e","Bitte schicken Sie mir einen Prospekt von Ihrem Hotel.","brochure"," Please send me a brochure of your hotel."
"die Prüfung, -en","Ich habe die Prüfung bestanden.","exam"," I passed the exam."
"der Pullover, -","Ich muss mir einen Pullover kaufen.","sweater"," I need to buy a sweater."
"die Qualität, -en","Dieser Fernseher hat eine gute Qualität.","quality"," This television has good quality."
"das Quiz, -","Er schaut gern Quizsendungen an. Sie hat beim Quiz gewonnen.","quiz"," He likes watching quiz shows. She won the quiz."
"das Radio, -s","Ich höre im Auto gern Radio.","radio"," I like listening to the radio in the car."
"das Rathaus, ¨-er","Das Formular bekommen Sie im Rathaus.","town hall"," You can get the form at the town hall."
"das Rätsel, -","Das Rätsel ist schwierig! Ich weiß die Antwort nicht.","riddle"," The puzzle is difficult! I don’t know the answer."
"der Raum, ¨-e","Der Unterricht findet heute in Raum 332 statt.","room"," The class today takes place in room 332."
"die Rechnung, -en","Schicken Sie die Rechnung an mich.","bill"," Please send the invoice to me."
"der Regen, -","Bei Regen gehe ich nicht aus dem Haus.","rain"," I don’t go out of the house in rain."
"der Reifen, -","Ich brauche neue Reifen für mein Auto.","tire"," I need new tires for my car."
"die Reihe, -n","Ich habe Karten für das Konzert. Wir sitzen in der","row; series"," I have tickets for the concert. We are sitting in the"
"die Reinigung, -en","Bringst du bitte die Bluse in die Reinigung? Man","cleaning"," Please take the blouse to the dry cleaner. One"
"der Reis, -","Ich esse gern Reis mit Gemüse und Fisch.","rice"," I like rice with vegetables and fish."
"die Reise, -n","Wir machen eine Reise nach Österreich.","trip"," We are taking a trip to Austria."
"das Reisebüro, -s","Wir organisieren eine Rundreise durch Deutschland.","travel agency"," We are organizing a round trip through Germany."
"der Reiseführer, -","Ich kaufe mir einen Reiseführer von Berlin.","travel guide"," I’m buying myself a travel guide for Berlin."
"der Rentner,, -","Mein Onkel arbeitet nicht mehr. Er ist Rentner.","retired man"," My uncle no longer works. He is retired."
"die Rentnerin, -nen","Mein Tante arbeitet nicht mehr. Sie ist Rentnerin.","retired woman"," My aunt no longer works. She is a retiree."
"die Reparatur, -en","Die Reparatur ist sehr teuer.","repair"," The repair is very expensive."
"der Rest, -e","Hier sind 50 Euro. Den Rest gebe ich dir später.","rest"," Here are 50 euros. I’ll give you the rest later."
"das Restaurant, -s","Wir essen heute in einem Restaurant.","restaurant"," We’re eating at a restaurant today."
"das Rezept, -e","Dieser Kuchen schmeckt super! Kannst du mir bitte das Rezept geben?","recipe"," This cake tastes amazing! Can you please give me the recipe?"
"die Rezeption, -en","Geben Sie bitte den Schlüssel an der Rezeption ab.","reception"," Please hand the key to the reception."
"das Rind, -","Ich esse nur Fleisch vom Rind.","beef"," I only eat beef."
"der Ring, -e","Ich habe meinen Ring verloren.","ring"," I have lost my ring."
"der Rock, ¨-e","Der Rock ist zu eng.","skirt"," The skirt is too tight."
"die Rose, -n","Er schenkt seiner Freundin rote Rosen zum Geburtstag.","rose"," He gives his girlfriend red roses for her birthday."
"der Rücken, -","Mein Rücken tut mir weh.","back"," My back hurts."
"der Rucksack, ¨-e","Ich nehme lieber einen Rucksack als einen","backpack"," I prefer a backpack to a"
"die Ruhe, -","Ruhe, bitte! Hier in der Bibliothek darf man nicht","quiet"," Quiet, please! In this library you may not"
"der Rundgang, ¨-e","Der Rundgang durch das Schloss beginnt in wenigen","tour"," The tour of the castle begins in a few"
"die Sache, -n","Ihr könnt eure Sachen im Hotel lassen.","thing"," You can leave your things at the hotel."
"der Saft, ¨-e","Möchtest du einen Apfelsaft?","juice"," Would you like an apple juice?"
"der Salat, -e","Wie schmeckt dir der Salat?","salad"," How do you like the salad?"
"das Salz, -e","Entschuldigung, kann ich bitte Salz haben?","salt"," Excuse me, can I have some salt, please?"
"der Satz, ¨-e","Den letzten Satz verstehe ich nicht.","sentence"," I don’t understand the last sentence."
"der Schalter, -","Gehen Sie bitte zum Schalter drei!","counter"," Please go to counter three!"
"die Schere, -n","Die Schere schneidet nicht gut. Hast du eine andere?","scissors"," The scissors don’t cut well. Do you have another?"
"das Schiff, -e","Wir fahren mit dem Schiff von Basel nach Köln.","ship"," We are traveling by ship from Basel to Cologne."
"das Schild, -er","Haben Sie das Schild nicht gesehen?","sign; shield"," Didn’t you see the sign?"
"der Schirm, -e","Nimm den Schirm mit, es regnet.","umbrella"," Take the umbrella with you, it’s raining."
"das Schlafzimmer, -","Hier ist das Schlafzimmer.","bedroom"," Here is the bedroom."
"das Schloss, ¨-er","Am Wochenende besichtigen wir Schloss Neuschwanstein","castle; lock"," At the weekend we will visit Neuschwanstein Castle"
"der Schluss, ¨-e","Zum Schluss nochmals herzlichen Dank.","end"," Finally, many thanks again."
"der Schlüssel, -","Ich gebe Ihnen noch den Zimmerschlüssel.","key"," I’ll give you the room key."
"der Schmerz, -en","Haben Sie Schmerzen?","pain"," Do you have pain?"
"der Schnee, -","In den Bergen liegt viel Schnee.","snow"," There is a lot of snow in the mountains."
"die Schokolade, -","Julia liebt Schokolade.","chocolate"," Julia loves chocolate."
"der Schrank, ¨-e","Die Gläser stehen im Schrank.","cupboard"," The glasses are in the cupboard."
"der Schuh, -e","Zieh die Schuhe aus!","shoe"," Take off your shoes!"
"die Schule, -n","Meine Tochter geht schon in die Schule.","school"," My daughter is already going to school."
"der Schüler, -","In meinem Kurs sind acht Schülerinnen und fünf Schüler","pupil (male)"," In my course there are eight female students and five male students"
"die Schülerin, -nen","In meinem Kurs sind acht Schülerinnen und fünf Schüler","pupil (female)"," In my course there are eight female students and five male students"
"das Schwein, -e","Ich esse kein Schweinefleisch.","pig"," I don’t eat pork."
"das Schwimmbad, ¨-er","Kommst du mit ins Schwimmbad?","swimming pool"," Are you coming to the swimming pool?"
"der See, -n","Morgen fahren wir mal an einen See schwimmen.","lake; sea"," Tomorrow we’ll go swimming at a lake."
"die See, -","Die See ist heute ruhig.","sea"," The lake is calm today."
"die Sehenswürdigkeit, -en","Welche Sehenswürdigkeiten gibt es in Frankfurt?","attraction"," Which sights are there in Frankfurt?"
"die Seife, -n","Hier gibt es keine Seife.","soap"," There is no soap here."
"die Seite, -n","Öffnen Sie das Kursbuch auf Seite 20.","page; side"," Open the course book to page 20."
"die Sendung, -en","Welche Sendungen schaust du gern an? – Ich mag Sportsendungen.","brodadcast"," Which programs do you like to watch? – I like sports programs."
"der Service, -","Ich bin mit dem Service in der Werkstatt sehr zufrieden.","service"," I am very satisfied with the service in the workshop."
"die Situation, -en","Ich bin in einer schwierigen Situation. Ich weiß nicht, was ich tun soll.","situation"," I am in a difficult situation. I don’t know what to do."
"der Ski, -,er","Gehen wir am Wochenende Ski fahren?","ski"," Shall we go skiing this weekend?"
"das Sofa, -s","Das Sofa ist bequem.","sofa"," The sofa is comfortable."
"die Sonne, -n","Die Sonne scheint.","sun"," The sun is shining."
"der Spaß, -","Meine Arbeit macht mir Spaß.","fun"," I enjoy my work."
"der Spaziergang, ¨-e","Abends mache ich immer einen Spaziergang.","walk"," In the evenings I always take a walk."
"die Speisekarte, -n","Entschuldigung, bringen Sie uns bitte die Speisekarte ?","menu"," Excuse me, please bring us the menu?"
"das Spiel, -e","Welche Kartenspiele kennen Sie?","game"," Which card games do you know?"
"der Sport, -","Ich mache viel Sport.","sport"," I do a lot of sports."
"der Sportplatz, ¨-e","Das Fußballtraining ist um 17 Uhr auf dem","sports field"," The football training is at 5 p.m. on the"
"die Sprache, -n","Welche Sprachen sprichst du? – Ich spreche Englisch und Spanisch.","language"," Which languages do you speak? – I speak English and Spanish."
"die Sprechstunde, -n","Frau Doktor Weiß hat von 9:00 bis 12:30 Uhr Sprechstunde","consultation hours"," Dr. Weiß has consulting hours from 9:00 to 12:30"
"die Stadt, ¨-e","Heidelberg ist eine alte Stadt.","city"," Heidelberg is an old city."
"der Stadtplan, ¨-e","Haben Sie einen Stadtplan von Salzburg?","city map"," Do you have a city map of Salzburg?"
"der Star, -s","Diese Sängerin ist ein Star in Deutschland.","star"," This singer is a star in Germany."
"die Stelle, -n","Ich habe eine neue Stelle. Ich arbeite jetzt bei Mercedes.","job"," I have a new job. I’m now working at Mercedes."
"der Stiefel, -","Wie viel kosten die roten Stiefel?","boot"," How much do the red boots cost?"
"der Stift, -e","Kannst du mir bitte einen Stift geben? - Was brauchst du? Einen Farbstift oder einen Bleistift oder einen Kugelschreiber?","pen"," Could you please give me a pen? – What do you need? A colored pencil, a pencil, or a ballpoint pen?"
"das Stipendium, -","Wenn ich ein gutes Zeugnis habe, bekomme ich ein Stipendium.","scolarship"," If I have a good report, I’ll get a scholarship."
"der Stock, ¨-e","Unsere Wohnung liegt im ersten Stock.","floor"," Our apartment is on the first floor."
"das Stockwerk, -e","Das Gebäude hat zwanzig Stockwerke.","floor"," The building has twenty floors."
"der Strand, ¨-e","Im Urlaub bin ich am liebsten am Strand.","beach"," On vacation I prefer the beach."
"die Straße, -n","In welcher Straße wohnen Sie?","street"," Which street do you live on?"
"die Straßenbahn, -en","Fahren wir mit der Straßenbahn oder mit der U-Bahn ?","tram"," Do we ride the tram or the subway?"
"der Stress, -","Ich habe bei der Arbeit viel Stress.","stress"," I have a lot of stress at work."
"das Stück, -e","Möchten Sie noch ein Stück Kuchen?","piece"," Would you like another piece of cake?"
"der Student, -en,","Ich bin Student.","student (male)"," I am a student."
"die Studentin, -nen","Ich bin Studentin.","student (female)"," I am a female student."
"das Studium, -","Das Studium dauert drei Jahre.","studies"," The study lasts three years."
"der Stuhl, ¨-e","Ist der Stuhl frei?","chair"," Is the chair free?"
"der Supermarkt, ¨-e","Ich kaufe oft im Supermarkt ein.","supermarket"," I often shop at the supermarket."
"die Suppe, -n","Schmeckt dir die Suppe?","soup"," Do you like the soup?"
"die Süßigkeiten, -","Welche Süßigkeiten isst du am liebsten?","sweets"," Which sweets do you like best?"
"das Tablet, -s","Hast du ein Tablet? - Nein, ich habe einen Laptop und ein Handy.","tablet"," Do you have a tablet? - No, I have a laptop and a mobile phone."
"die Tablette, -n","Du sollst am Abend zwei Tabletten nehmen.","tablet"," You should take two tablets in the evening."
"die Tafel, -n","Der Lehrer schreibt das neue Wort an die Tafel.","board"," The teacher writes the new word on the board."
"die Tasche, -n","Ich habe die Schlüssel in der Tasche.","bag"," I have the keys in my pocket."
"das Taschengeld, -","Wie viel Taschengeld bekommen deine Kinder?","pocket money"," How much pocket money do your children get?"
"die Tasse, -n","Möchten Sie eine Tasse Kaffee?","cup"," Would you like a cup of coffee?"
"das Taxi, -s","Bitte rufen Sie mir ein Taxi.","taxi"," Please call me a taxi."
"das Team, -s","Ich arbeite gern in einem Team.","team"," I enjoy working in a team."
"der Tee, -s","Ich trinke morgens immer Tee.","tea"," I always drink tea in the morning."
"das Telefon, -e","Darf ich bitte Ihr Telefon benutzen?","telephone"," May I please use your phone?"
"der Teller, -","Stell die Teller bitte auf den Tisch!","plate"," Please set the plates on the table!"
"das Tennis, -","Steffi spielt sehr gut Tennis.","tennis"," Steffi plays tennis very well."
"der Termin, -e","Am besten machen wir sofort einen Termin.","appointment"," It’s best if we make an appointment right away."
"der Text, -e","Lesen Sie bitte den Text.","text"," Please read the text."
"das Theater, -","Ich gehe nicht gern ins Theater.","theater"," I don’t like going to the theater."
"das Thema, -en","Heute heißt unser Thema: „Essen und Trinken“.","topic"," Today our topic is "Food and Drink.""
"das Ticket, -s","Wie viel kostet das Ticket?","ticket"," How much does the ticket cost?"
"das Tier, -e","Wir dürfen keine Tiere in der Wohnung haben.","animal"," We are not allowed to have animals in the apartment."
"der Tipp, -s","Kannst du mir einen guten Tipp geben?","tip"," Can you give me a good tip?"
"der Tisch, -e","Das Essen steht schon auf dem Tisch.","table"," The food is already on the table."
"der Titel, -","Wie heißt der Film? - Ich weiß den Titel nicht mehr.","title"," What is the name of the film? - I don’t remember the title."
"die Toilette, -n","Wo ist die Toilette, bitte?","toilet"," Where is the toilet, please?"
"die Tomate, -n","Die Tomate ist noch grün.","tomato"," The tomato is still green."
"der Topf, ¨-e","Hast du keinen größeren Topf? Ich möchte Kartoffeln kochen.","pot"," Do you not have a bigger pot? I want to cook potatoes."
"die Torte, -n","Zum Geburtstag backe ich dir eine Torte.","cake"," For birthday I’ll bake you a cake."
"die Tour, -en","Wo kann ich eine Stadttour buchen?","tour"," Where can I book a city tour?"
"der Tourist, -en,","Im Sommer kommen viele Touristen in diese Stadt.","tourist (male)"," In summer many tourists come to this city."
"die Touristin, -nen","Im Sommer kommen viele Touristinen in diese Stadt.","tourist (female)"," In summer many female tourists come to this city."
"das Training, -s","Das Training ist immer dienstags.","training"," The training is always on Tuesdays."
"der Traum, ¨-e","Ich möchte eine eigene Firma, das ist mein Traum.","dream"," I want to own my own company, that is my dream."
"die Treppe, -n","Ich nehme die Treppe, nicht den Aufzug.","stairs"," I take the stairs, not the elevator."
"das T-Shirt, -s","Haben Sie dieses T-Shirt auch in M?","t-shirt"," Do you have this T-shirt in M as well?"
"die Tür, -en","Mach bitte die Tür zu!","door"," Please close the door!"
"die Übersetzung, -en","Ich brauche eine Übersetzung von meinem Zeugnis.","translation"," I need a translation of my diploma."
"die Uhr, -en","Es ist vier Uhr.","clock; watch"," It is four o’clock."
"der Umzug, ¨-e","Der Umzug ist nächste Woche.","move; relocation"," The move is next week."
"der Unfall, ¨-e","Ich hatte gestern einen Unfall.","accident"," I had an accident yesterday."
"die Universität, -en","Er studiert an der Universität Freiburg.","university"," He studies at the University of Freiburg."
"die Unterkunft, ¨-e","Ich suche noch eine Unterkunft in Basel. Kennst du ein günstiges Hotel?","accommodation"," I’m still looking for accommodation in Basel. Do you know an affordable hotel?"
"der Unterricht, -","Der Unterricht dauert bis 19 Uhr.","instruction"," The class lasts until 7 p.m."
"der Unterschied, -e","Was ist der Unterschied zwischen den beiden Kursen? - Die Kurse sind gleich. Es gibt keinen Unterschied.","difference"," What is the difference between the two courses? - The courses are the same. There is no difference."
"die Unterschrift, -en","Hier fehlt noch Ihre Unterschrift.","signature"," Here is your signature still missing."
"der Urlaub, -e","Ich nehme im September Urlaub.","vacation"," I’m taking vacation in September."
"die Veranstaltung, -en","Am Samstag ist unser Restaurant geschlossen. Wir haben eine Veranstaltung.","event"," On Saturday our restaurant is closed. We have an event."
"der Verein, -e","Er ist seit vielen Jahren im Verein.","club; association"," He has been in the club for many years."
"der Verkehr, -","Morgens gibt es hier immer viel Verkehr.","traffic"," In the morning there is always a lot of traffic here."
"das Verkehrsmittel, -","Welche Verkehrsmittel benutzen Sie oft?","means of transport"," Which means of transport do you often use?"
"der Vermieter, -","Unser Vermieter ist nett.","landlord"," Our landlord is nice."
"die Vermieterin, -nen","Unsere Vermieterin ist nett.","landlady"," Our landlady is nice."
"die Verspätung, -en","Unser Zug hat leider 15 Minuten Verspätung.","delay"," Our train is unfortunately 15 minutes late."
"der Vertrag, ¨-e","Ich muss den Vertrag noch unterschreiben.","contract"," I still have to sign the contract."
"der Vogel, ¨-","Nadine mag Vögel.","bird"," Nadine likes birds."
"der Volleyball, ¨-e","Ich spiele gern Volleyball.","volleyball"," I enjoy playing volleyball."
"der Vorname, -n","Ich heiße Müller, mein Vorname ist Eva.","first name"," My name is Müller, first name Eva."
"der Vorschlag, ¨-e","Was machen wir am Wochenende? Hast du einen Vorschlag ?","suggestion"," What are we doing this weekend? Do you have a suggestion?"
"der Wagen, -","Wo steht Ihr Wagen?","car; wagon"," Where is your car parked?"
"der Wald, ¨-er","Im Wald ist es ruhig.","forest"," It is quiet in the forest."
"die Wäsche, -n","Ich muss noch Wäsche waschen.","laundry"," I still need to do laundry."
"das Wasser, -","Ein Glas Wasser, bitte.","water"," A glass of water, please."
"die Webseite, -n","Es gibt viele Webseiten mit Grammatikübungen.","website"," There are many websites with grammar exercises."
"der Weg, -e","Das ist der kürzeste Weg.","way"," This is the shortest way."
"der Wein, -e","Nein danke, ich möchte keinen Wein.","wine"," No thank you, I don’t want wine."
"die Welt, -en","Ich möchte gern einmal um die Welt reisen.","world"," I would like to travel around the world."
"die Werkstatt, ¨-en","Mein Auto ist kaputt. Es ist in der Werkstatt.","workshop"," My car is broken. It’s in the workshop."
"der Wettbewerb, -e","Mein Sohn hat bei einem Wettbewerb gewonnen.","competition"," My son won a competition."
"das Wetter, -","Heute ist das Wetter gut: Es ist sonnig und warm.","weather"," Today the weather is good: sunny and warm."
"das Wiederhören, -","Wir müssen jetzt Schluss machen. Also auf Wiederhören !","goodbye !"," We have to wrap up now. So goodbye!"
"das Wiedersehen, -","Auf Wiedersehen!","goodbye !"," Goodbye!"
"der Wind, -e","Der Wind ist kalt.","wind"," The wind is cold."
"der Witz, -e","Wir haben Witze erzählt und viel gelacht.","joke"," We told jokes and laughed a lot."
"die Wohnung, -en","Haben Sie schon eine neue Wohnung gefunden?","apartment"," Have you already found a new apartment?"
"das Wohnzimmer, -","Die Kinder sitzen im Wohnzimmer und sehen fern.","living room"," The children are sitting in the living room watching TV."
"die Wolke, -n","Heute gibt es viele Wolken.","cloud"," Today there are many clouds."
"der Workshop, -s","Das war ein toller Workshop. Ich habe viel gelernt.","workshop"," That was a great workshop. I learned a lot."
"das Wort, -er","Ich kenne das Wort nicht.","word"," I don’t know the word."
"der Wunsch, ¨-e","Ich wünsche Ihnen alles Gute!","wish"," I wish you all the best!"
"die Wurst, ¨-e","Eine Wurst mit Pommes, bitte.","sausage"," One sausage with fries, please."
"die Zahl, -en","Können Sie die Zahl bitte wiederholen?","number"," Could you repeat the number, please?"
"der Zahn, ¨-e","Der Zahn tut mir schon seit einer Woche weh.","tooth"," The tooth has been hurting for a week."
"die Zeit, -en","Ich habe heute keine Zeit.","time"," I don’t have time today."
"die Zeitschrift, -en","Diese Zeitschrift kauft Andrea jede Woche.","magazine"," Andrea buys this magazine every week."
"die Zeitung, -en","Ich lese manchmal Zeitung.","newspaper"," I sometimes read the newspaper."
"das Zelt, -e","Im Sommer schlafen wir manchmal im Zelt.","tent"," In the summer we sometimes sleep in a tent."
"das Zentrum, -en","Der Bahnhof ist im Stadtzentrum.","center"," The train station is in the city center."
"der Zettel, -","Hast du einen Zettel für mich? Ich muss etwas","note"," Do you have a piece of paper for me? I need to write something"
"das Zeugnis, -se","Morgen bekommen die Kinder ihr Zeugnis.","certificate; transcript"," Tomorrow the children will get their report cards."
"das Ziel, -e","John läuft sehr schnell. Er war als erster am Ziel.","goal"," John runs very fast. He was first to reach the goal."
"das Zimmer, -","Das Zimmer ist am größten.","room"," The room is the largest."
"der Zirkus, -se","Heute gehen wir mit den Kindern in den Zirkus.","circus"," Today we are going to the circus with the children."
"die Zitrone, -n","Ich trinke den Tee mit Zitrone.","lemon"," I drink the tea with lemon."
"der Zoo, -s","Am Sonntag gehen wir in den Zoo.","zoo"," On Sunday we are going to the zoo."
"der Zucker, -","Trinken Sie den Tee mit oder ohne Zucker?","sugar","Do you drink your tea with or without sugar?"
"der Zug, ¨-","Ich fahre gern mit dem Zug.","train","I like traveling by train."
